season,week,actual_eliminated,simulated_eliminated,is_correct
15,3,"['Helio Castroneves', 'Helio Castroneves', 'Helio Castroneves', 'Helio Castroneves', 'Helio Castroneves', 'Helio Castroneves', 'Helio Castroneves', 'Helio Castroneves', 'Helio Castroneves', 'Helio Castroneves', 'Helio Castroneves', 'Helio Castroneves', 'Helio Castroneves', 'Drew Lachey', 'Drew Lachey', 'Drew Lachey', 'Drew Lachey', 'Drew Lachey', 'Drew Lachey', 'Drew Lachey', 'Drew Lachey', 'Drew Lachey', 'Drew Lachey', 'Drew Lachey', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin']",Helio Castroneves,True
15,4,"['Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Bristol Palin', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley']",Bristol Palin,True
15,5,"['Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley']",Kelly Monaco,False
15,6,"['Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Sabrina Bryan', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno']",Sabrina Bryan,True
15,7,"['Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith']",Kirstie Alley,True
15,8,"['Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Kirstie Alley', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Gilles Marini', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith']",Kirstie Alley,True
15,9,"['Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Emmitt Smith', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno', 'Apolo Anton Ohno']",Emmitt Smith,True
16,1,"['D. L. Hughley', 'D. L. Hughley', 'D. L. Hughley', 'D. L. Hughley', 'D. L. Hughley', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Wynonna Judd', 'Wynonna Judd', 'Wynonna Judd', 'Victor Ortiz', 'Lisa Vanderpump', 'Lisa Vanderpump', 'Lisa Vanderpump', 'Lisa Vanderpump', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman']",D. L. Hughley,True
16,2,"['D. L. Hughley', 'D. L. Hughley', 'D. L. Hughley', 'D. L. Hughley', 'D. L. Hughley', 'Victor Ortiz', 'Wynonna Judd', 'Wynonna Judd', 'Wynonna Judd', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Lisa Vanderpump', 'Lisa Vanderpump', 'Lisa Vanderpump', 'Lisa Vanderpump', 'Ingo Rademacher', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman']",Dorothy Hamill,False
16,3,"['D. L. Hughley', 'D. L. Hughley', 'D. L. Hughley', 'D. L. Hughley', 'D. L. Hughley', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Lisa Vanderpump', 'Lisa Vanderpump', 'Lisa Vanderpump', 'Lisa Vanderpump', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Wynonna Judd', 'Wynonna Judd', 'Wynonna Judd']",D. L. Hughley,True
16,4,"['D. L. Hughley', 'D. L. Hughley', 'D. L. Hughley', 'D. L. Hughley', 'D. L. Hughley', 'Lisa Vanderpump', 'Lisa Vanderpump', 'Lisa Vanderpump', 'Lisa Vanderpump', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman']",D. L. Hughley,True
16,5,"['D. L. Hughley', 'D. L. Hughley', 'D. L. Hughley', 'D. L. Hughley', 'D. L. Hughley', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman']",D. L. Hughley,True
16,6,"['Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Victor Ortiz', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman']",Victor Ortiz,True
16,7,"['Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Andy Dick', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman']",Andy Dick,True
16,8,"['Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Sean Lowe', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman']",Sean Lowe,True
16,9,"['Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Ingo Rademacher', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman']",Ingo Rademacher,True
16,10,"['Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman', 'Alexandra Raisman']",Jacoby Jones,False
17,1,"['Bill Nye', 'Bill Nye', 'Bill Nye', 'Keyshawn Johnson', 'Keyshawn Johnson', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Valerie Harper', 'Valerie Harper', 'Valerie Harper', 'Valerie Harper', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Brant Daugherty', 'Brant Daugherty', 'Brant Daugherty', 'Christina Milian', 'Christina Milian', 'Brant Daugherty', 'Brant Daugherty', 'Brant Daugherty', 'Christina Milian', 'Christina Milian', 'Christina Milian', 'Brant Daugherty', 'Brant Daugherty', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren']",Bill Nye,True
17,2,"['Keyshawn Johnson', 'Keyshawn Johnson', 'Valerie Harper', 'Valerie Harper', 'Valerie Harper', 'Valerie Harper', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Brant Daugherty', 'Brant Daugherty', 'Brant Daugherty', 'Brant Daugherty', 'Brant Daugherty', 'Brant Daugherty', 'Brant Daugherty', 'Brant Daugherty', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Christina Milian', 'Christina Milian', 'Christina Milian', 'Christina Milian', 'Christina Milian', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Bill Nye', 'Bill Nye', 'Bill Nye']",Keyshawn Johnson,True
17,3,"['Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Leah Remini', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Bill Engvall', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Elizabeth Berkley Lauren', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Nicole ""Snooki"" Polizzi', 'Christina Milian', 'Christina Milian', 'Christina Milian', 'Christina Milian', 'Christina Milian', 'Brant Daugherty', 'Brant Daugherty', 'Brant Daugherty', 'Brant Daugherty', 'Brant Daugherty', 'Brant Daugherty', 'Brant Daugherty', 'Brant Daugherty', 'Bill Nye', 'Bill Nye', 'Bill Nye', 'Valerie Harper', 'Valerie Harper', 'Valerie Harper', 'Valerie Harper']",Jack Osbourne,False
